publication_number,title,filing_date,grant_date,family_id,assignees,cpc_codes,domains,country,filing_year
KR-101012687-B1,Manufacturing method of the body rinse using natural material,20101209,20110209,43777121,KIM JUNG SUK,A61K36/185 | A61K | A61K36/73 | A61K8/18 | A61K8/97 | A61K8/00 | A61K36/00 | A61K8/96 | A61K36/18,Pharmaceutical,South Korea,2010
KR-101014282-B1,Chlorine injection equipment,20101004,20110216,43777362,CLEAN WELL CO LTD,C02F2303/00 | C02F1/50 | C02F2303/04 | C02F1/00 | C02F2201/002 | C02F2201/00 | C02F,Water Treatment,South Korea,2010
KR-101015067-B1,Circulation water generator and apparatus for generating circulation water,20101112,20110216,43777485,TOYO COLOR KOREA CO LTD,C02F1/00 | C02F1/72 | C02F1/74 | C02F,Water Treatment,South Korea,2010
KR-101016666-B1,A device for detecting toxicity of water using sulphur oxidizing bacteria,20100422,20110225,43777776,KNU INDUSTRY COOPERATION FOUND,C02F3/34 | C02F | C02F3/00,Water Treatment,South Korea,2010
KR-101017699-B1,The sludge collection apparatus of suction type having gather,20100422,20110225,43777972,KOREA WATER RESOURCES CORP | DONG YANG WATER EQUIPMENT LTD CO,C02F | C02F11/00,Water Treatment,South Korea,2010
KR-101017973-B1,Apparatus for removing nitrogen and phosphorus from sewage having anaerobic reactor able to denitrificate and sewage treatment method using the same,20100823,20110302,43938166,HWACHEON TECHNOS CO LTD,C02F3/00 | C02F3/28 | C02F2201/002 | C02F3/305 | C02F | C02F3/308 | C02F3/02 | C02F3/30 | C02F2201/00 | C02F3/10 | C02F3/2866 | C02F3/302,Water Treatment,South Korea,2010
KR-101020078-B1,Apparatus for electroplating substrate,20101020,20110309,43938523,TKC CO LTD,C25D17/008 | C25D17/08 | C25D17/04 | C25D21/10 | C25D17/02 | C25D5/02 | C25D7/00 | C25D17/005 | C25D | C25D5/028 | C25D17/06 | C25D5/00 | C25 | C25D7/123 | C25D21/00 | C25D17/001 | C25D17/00 | C25D7/12,Electrochemical,South Korea,2010
KR-101020095-B1,Traveling real time water purification apparatus,20101007,20110309,43938528,S & T KOREA CO LTD,C02F1/00 | C02F | C02F1/5281 | C02F2201/002 | C02F1/5209 | C02F1/5227 | C02F1/52 | C02F2201/00,Water Treatment,South Korea,2010
KR-101021911-B1,The device for circulating and filtering of sea fish water tank for exhibition,20100414,20110318,43938872,JEOLLANAMDO,C02F1/40 | C02F | C02F1/24 | C02F1/00,Water Treatment,South Korea,2010
KR-101021954-B1,A water flow exchange system have three-way type drainage of electrolyzer,20101006,20110316,43938885,ALKAMEDI CO LTD,C02F1/461 | C02F2201/4612 | C02F2201/002 | C02F2201/00 | C02F1/46104 | C02F2201/46105 | C02F2201/46 | C02F1/4618 | C02F2201/461 | C02F | C02F1/46 | C02F2201/46145 | C02F2201/005 | C02F1/00,Water Treatment,South Korea,2010
KR-101022137-B1,The manufacturing method of salicornia herbacea oil,20100730,20110317,43938921,PARK CHOON BAE | JUNG AERISI | CHOI ON YOU | CHO HWAN JHONG | CHOI DU BOK | OH BYUNG IN,A61K8/922 | A61K8/18 | A61K8/92 | A61K | A61K8/00,Pharmaceutical,South Korea,2010
KR-101023970-B1,Manufacturing method of double cam,20101102,20110328,43939254,KIM HONG SEOK,C21D9/0068 | C21 | C21D9/00 | C21D,Metallurgy & Alloys,South Korea,2010
KR-101025749-B1,Water treatment equipment and method of wastewater production back lapping process,20101129,20110404,44049437,SILFINE CO LTD,C02F | C02F1/58 | C02F2103/00 | C02F1/00 | C02F2103/34 | C02F2103/346 | C02F1/60,Water Treatment,South Korea,2010
KR-101026515-B1,A roof apparatus for ladle furnace,20101102,20110401,44049514,M TEC ENG CO LTD,C21C2100/02 | C21C2100/00 | C21C | C21C7/0075 | C21C7/00 | C21,Metallurgy & Alloys,South Korea,2010
KR-101030315-B1,A roof structure of sludge mixing tank,20101228,20110419,44050388,LEE JI HO,C02F2201/00 | C02F11/00 | C02F | C02F2201/002,Water Treatment,South Korea,2010
KR-101033262-B1,Oxygen water manufacturing device,20101014,20110509,44365724,MIJIN PREC & INC CO LTD,C02F2201/00 | C02F1/46 | C02F | C02F1/68 | C02F1/00 | C02F1/461 | C02F2201/002,Water Treatment,South Korea,2010
KR-101033272-B1,Cleaner,20100913,20110509,44365730,YUN MI JA,C02F1/00 | C02F1/40 | C02F,Water Treatment,South Korea,2010
KR-101034700-B1,Cosmetic additive with bay leaf,20100712,20110517,44366059,ENS KOREA CO LTD,A61K8/96 | A61K8/00 | A61K36/185 | A61K36/00 | A61K36/539 | A61K2800/524 | A61K36/65 | A61K36/484 | A61K2800/40 | A61K2236/50 | A61K8/18 | A61K36/53 | A61K2236/30 | A61K2236/00 | A61K2236/51 | A61K2800/00 | A61K36/18 | A61K2800/52 | A61K8/97 | A61K | A61K36/48 | A61K2236/33 | A61K36/54,Pharmaceutical,South Korea,2010
KR-101036089-B1,Secondary battery having insulation bag,20100127,20110519,43646050,SB LIMOTIVE CO LTD,H01M10/00 | H01M10/02 | H01M,Electrochemical,South Korea,2010
KR-101036146-B1,Floating sludge collecting device,20101217,20110523,44366388,BOKWANG CO LTD,C02F11/00 | C02F1/00 | C02F1/40 | C02F2303/00 | C02F2303/22 | C02F,Water Treatment,South Korea,2010
KR-101047984-B1,Method of manufacturing litium carbonate with high purity from brine,20101117,20110713,44923373,KOREA INST GEOSCIENCE & MINERA,H01M4/02 | H01M4/58 | H01M | H01M4/36 | H01M4/5825 | H01M4/00,Electrochemical,South Korea,2010
KR-101054808-B1,Composition for improving cholesterol containing poly-gamma glutamic acid,20101110,20110805,44932940,BIOLEADERS CORP | UNIV INJE IND ACAD COOPERATION | KOREA RES INST OF BIOSCIENCE | UNIV KOOKMIN IND ACAD COOP FOUND,A61K31/00 | A61K31/195 | A61K31/785 | A61K31/74 | A61K | A61K31/765 | A61K31/185 | A61K31/19,Pharmaceutical,South Korea,2010
KR-101060463-B1,"Method of preparing graphene deposited counter electrodes by electro-phoretic deposition, counter electrodes prepared by the method and dye-sensitized solar cell comprising the electrodes",20101022,20110829,44933935,UNIV INJE IND ACAD COOPERATION,C25 | C25D13/00 | C25D13/22 | C25D13/12 | C25D13/02 | C25D,Electrochemical,South Korea,2010
KR-101065940-B1,"Treatment and reuse system for wastewater containing high concentrations of hydrofluoric acid, phosphoric acid and nitric acid",20101223,20110919,44957563,GREEN ENTECH CO LTD,C02F2101/00 | C02F2103/34 | C02F1/46 | C02F1/00 | C02F2101/105 | C02F | C02F2201/00 | C02F1/52 | C02F2101/12 | C02F2101/163 | C02F1/44 | C02F2103/346 | C02F3/00 | C02F11/00 | C02F11/12 | C02F2101/10 | C02F1/463 | C02F1/441 | C02F2103/00 | C02F1/66 | C02F1/5281 | C02F1/461 | C02F2201/002 | C02F2103/16 | C02F11/121 | C02F2101/16 | C02F1/28 | C02F2101/14 | C02F1/283,Water Treatment,South Korea,2010
KR-101069044-B1,Redpeper pulverizer,20100406,20110929,44958104,KANG DU SUK,A61K36/81 | A61K | A61K36/18 | A61K36/185 | A61K36/00,Pharmaceutical,South Korea,2010
KR-101080930-B1,Mounting apparatus of battery module for electric vehicle,20100621,20111108,45397309,DH HOLDINGS CO LTD,H01M | H01M10/625 | H01M2220/20 | H01M10/60 | H01M2220/00 | H01M10/62 | H01M10/00,Electrochemical,South Korea,2010
KR-101094934-B1,Pharmaceutical composition for treating or preventing alcoholic liver diseases comprising cilostazol,20101022,20111215,45506428,UNIV YEUNGNAM IACF,A61P1/16 | A61K31/435 | A61K31/33 | A61K31/47 | A61K31/4709 | A61K31/395 | A61K31/00 | A61K | A61P | A61K31/41 | A61P1/00,Pharmaceutical,South Korea,2010
KR-101097198-B1,Manufacturing method of poultry feed supplement using herbal medicine and dosing method using same,20100910,20111221,45506743,HAN YOUNG DOO,C02F1/68 | C02F | C02F1/00,Water Treatment,South Korea,2010
KR-101103040-B1,Rhus verniciflua extract containing increased amount of bioactive flavonoid compound and method of manufacturing the same,20101227,20120105,45567830,AZI CO LTD,A61K31/33 | A61K36/22 | A61K36/18 | A61K31/35 | A61K31/00 | A61K31/352 | A61K36/00 | A61K31/353 | A61K31/335 | A61P | A61P35/00 | A61K36/185 | A61K,Pharmaceutical,South Korea,2010
KR-101134533-B1,Battery cooling system,20101210,20120413,46143422,KBAUTOTECH CO LTD,H01M10/625 | H01M10/00 | H01M | H01M10/61 | H01M10/62 | H01M10/60 | H01M10/613 | H01M10/65 | H01M2220/20 | H01M2220/00 | H01M10/6561 | H01M10/656 | H01M10/6563,Electrochemical,South Korea,2010
KR-101138157-B1,Natural Soap and Manufacturing Method,20101202,20120419,46143935,KIM MI RYANG,A61K2800/00 | A61K8/9783 | A61K | A61K2800/70 | A61K8/9789 | A61K8/00 | A61K8/18 | A61K8/96 | A61K8/97,Pharmaceutical,South Korea,2010
KR-101154599-B1,Automotive hydrogen storage system and its hydrogen storage method,20101206,20120608,46688832,HYUNDAI MOTOR CO LTD,H01M8/04298 | H01M2250/20 | H01M | H01M8/04 | H01M8/04097 | H01M8/04089 | H01M8/00 | H01M8/04082 | H01M2250/00 | H01M8/0438 | H01M8/04313,Electrochemical,South Korea,2010
KR-101034569-B1,Sludge Solidification Equipment,20110105,20110512,44366022,JANG DAE SIK | CHOI PYUNG NAM | TSKWATER CO LTD,C02F2303/00 | C02F11/00 | C02F | C02F11/13 | C02F2303/26 | C02F11/14 | C02F11/12 | C02F11/008,Water Treatment,South Korea,2011
KR-101045151-B1,Electro-osmosis dehydrator of electrophoresis style for electric current for input and processing of sludge,20110211,20110630,44406246,FINE CO LTD,C02F2201/002 | C02F1/00 | C02F | C02F11/15 | C02F1/469 | C02F1/46 | C02F11/12 | C02F1/4698 | C02F2201/00 | C02F11/00,Water Treatment,South Korea,2011
KR-101054266-B1,"A equipment of electrolytic sterilizing water, manufacturing system and method thereof",20110207,20110808,44932863,SION TECH CO LTD,C02F2201/00 | C02F2303/04 | C02F2201/461 | C02F1/4674 | C02F2201/4612 | C02F1/467 | C02F1/461 | C02F | C02F2303/00 | C02F1/00 | C02F2201/46105 | C02F2201/46145 | C02F1/4672 | C02F1/46 | C02F2201/46,Water Treatment,South Korea,2011
KR-101056798-B1,Screw press having pressuring protrution part in low pressing part,20110609,20110816,44933292,EM TECHCO LTD,C02F2201/002 | C02F2201/00 | C02F11/00 | C02F | C02F11/12 | C02F11/125 | C02F11/121,Water Treatment,South Korea,2011
KR-101058053-B1,Heat exchanger for fuel cell,20110616,20110819,44933508,ACOD INC,H01M8/00 | H01M8/06 | H01M,Electrochemical,South Korea,2011
KR-101066244-B1,Lower mold manufacturing method for forming shoe soles and shoe soles manufacturing method for lower mold using,20110525,20110920,44957624,KIM KWON HYOUNG | PARK SOO GEUN | CHOI IN CHEOL,C25 | C25D3/02 | C25D3/04 | C25D5/48 | C25D | C25D5/00 | C25D3/12 | C25D3/00,Electrochemical,South Korea,2011
KR-101069688-B1,Ozone generating apparatus having grounding plate,20110330,20111004,45032225,EPISOLUTIONS CO LTD,C02F2201/00 | C02F1/72 | C02F1/46 | C02F2201/782 | C02F1/00 | C02F1/78 | C02F2201/46 | C02F2201/78 | C02F1/461 | C02F,Water Treatment,South Korea,2011
KR-101073453-B1,Assembled battery can united by resin,20110404,20111017,45032803,TAESUNG POLITECH CO LTD,H01M10/0404 | H01M10/04 | H01M | H01M10/00,Electrochemical,South Korea,2011
KR-101075561-B1,Multi-item water quality measuring appratus of wire and wireless internet-based,20110610,20111020,45033166,CHO SUNG JIN | ORION SYSTEMS CORP,C02F | C02F2209/008 | C02F2209/005 | C02F2209/00,Water Treatment,South Korea,2011
KR-101079698-B1,Red ginseng extraction method for high efficiency and short extraction time,20110406,20111103,45397107,KOREA GINSENG CORP,A61K36/258 | A61K | A61K36/185 | A61K36/25 | A61K36/00 | A61K36/18,Pharmaceutical,South Korea,2011
KR-101080367-B1,Ozone supply device for ballast seawater disposal,20110218,20111107,45397219,LI XIANJI,C02F1/00 | C02F2201/784 | C02F1/72 | C02F1/78 | C02F2201/00 | C02F2201/782 | C02F | C02F2201/78,Water Treatment,South Korea,2011
KR-101081031-B1,"Treating apparatus for removing phosphorus and manufacturing liquid fertilizer, treating method using the same",20110608,20111109,45397333,HYUN JIN CO LTD,C02F1/52 | C02F1/00 | C02F1/78 | C02F1/72 | C02F3/02 | C02F11/02 | C02F3/00 | C02F2103/00 | C02F2103/20 | C02F1/5227 | C02F11/00 | C02F,Water Treatment,South Korea,2011
KR-101086395-B1,Material for heating molten steel having good heat-efficiency,20110311,20111124,45398136,HWA RIM CO LTD,C21C7/00 | C21C7/005 | C21C | C21,Metallurgy & Alloys,South Korea,2011
KR-101091649-B1,A electric gilding method and device for part of the metal terminal,20110405,20111208,45505928,KOREA PROTECH CO LTD,C25D7/00 | C25D7/0671 | C25D7/0678 | C25D7/06 | C25D7/0621 | C25 | C25D7/0657 | C25D7/0614 | C25D,Electrochemical,South Korea,2011
KR-101093506-B1,Filter device for aquarium,20110601,20111214,45506223,SHIN WON SUB,C02F1/00 | C02F1/30 | C02F,Water Treatment,South Korea,2011
KR-101093731-B1,Inflammatory disease treatment and prevention composition comprising the pulse extract extract as an active ingredient,20110411,20111219,45506259,SHINDO INDUSTRY CO LTD | KOREA BIO POLYTECHNIC IND & AMP ACADEMIC,A61K36/896 | A61K2236/00 | A61K2236/30 | A61K | A61K2236/50 | A61K36/00 | A61K36/88 | A61K36/18 | A61K2236/33,Pharmaceutical,South Korea,2011
KR-101097096-B1,Inline thickener,20110920,20111222,45506726,DONG IL CANVAS CO LTD,C02F11/12 | C02F2303/16 | C02F11/121 | C02F2201/002 | C02F2201/00 | C02F11/00 | C02F2303/00 | C02F,Water Treatment,South Korea,2011
KR-101100588-B1,An ozone oxidizing system,20110421,20111229,45507189,CHOE KWANG HO,C02F1/78 | C02F2201/00 | C02F | C02F1/72 | C02F1/00 | C02F2201/78,Water Treatment,South Korea,2011
KR-101103386-B1,A manufacturing method soldering iron tip for lread free,20110711,20120113,45613871,GWANG WOON CO LTD,C25D21/00 | C25D3/02 | C25D5/00 | C25D21/12 | C25D3/12 | C25D3/00 | C25 | C25D5/50 | C25D | C25D5/48,Electrochemical,South Korea,2011
KR-101103505-B1,Automatic discharge system for a storage battery and charger and method of the same,20110525,20120106,45613900,LEE IN HWAN,H01M10/00 | H01M10/42 | H01M | H01M10/44,Electrochemical,South Korea,2011
KR-101103640-B1,Excrement disposal system for a simple toilet,20111117,20120111,45613932,2HAPPY CO LTD,C02F | C02F11/06 | C02F11/00,Water Treatment,South Korea,2011
KR-101106282-B1,Tubular type electrolyzer,20110905,20120118,45614361,WOOKYOUNG ELECTROLYSIS SYSTEM CO LTD,C02F1/461 | C25 | C25B9/00 | C02F1/467 | C25B | C02F1/46 | C02F1/00 | C25B9/60 | C02F | C25B9/65,Water Treatment | Electrochemical,South Korea,2011
KR-101114520-B1,Porous block for treatment of water,20111012,20120227,45840388,AHN JAE SIK | ATECMS LTD,C02F3/00 | C02F | C02F1/52 | C02F3/10 | C02F1/5236 | C02F3/109 | C02F1/00 | C02F3/02,Water Treatment,South Korea,2011
KR-101125318-B1,Apparatus and method for determining ozone injection rate used in water treatment process,20111028,20120327,46142079,KOREA WATER RESOURCES CORP,C02F2201/00 | C02F | C02F2209/00 | C02F1/00 | C02F2209/005 | C02F2201/78 | C02F1/78 | C02F1/72,Water Treatment,South Korea,2011
KR-101129400-B1,Food waste disposal method and device,20111007,20120326,46142689,ELYZER CO LTD,C02F1/461 | C02F2001/46133 | C02F | C02F1/46 | C02F1/46104 | C02F2201/005 | C02F2201/00 | C02F1/00 | C02F2201/002 | C02F1/46109,Water Treatment,South Korea,2011
KR-101131116-B1,Groundwater protection system for freeze protection and underwater discharge sterilization,20110627,20120403,46142911,HWASUNG TECH CO LTD,C02F1/00 | C02F1/46 | C02F | C02F1/461,Water Treatment,South Korea,2011
KR-101131785-B1,Water treatment facility using adhesive composition for fiber reinforced plastic panel Fiber reinforced plastic panel construction method,20111017,20120419,46143013,GUM BITCH INDUSTRLAL CO LTD | MAEIL CONSTRUCTION CO LTD | MAEIL CO LTD | MAEIL ENGNEERING CO LTD,C02F | C02F1/00,Water Treatment,South Korea,2011
KR-101137439-B1,Impeller Now Remover,20110909,20120420,46143831,SHINILINTECH CO LTD | KIM HO CHUN,C21C1/00 | C21C1/02 | C21C | C21,Metallurgy & Alloys,South Korea,2011
KR-101138994-B1,Growth Promotion Composition,20110629,20120425,46144027,NATURAL ENDOTECH CO LTD,A61K2236/00 | A61K2236/30 | A61K36/00 | A61K36/53 | A61K2236/33 | A61K36/18 | A61K36/185 | A61K,Pharmaceutical,South Korea,2011
KR-101141180-B1,Photocatalyst Sterilizer for Drinking Water,20110405,20120427,46144172,GOOTZ,C02F1/72 | C02F2201/00 | C02F1/00 | C02F1/30 | C02F2305/10 | C02F2201/32 | C02F1/725 | C02F1/32 | C02F2305/00 | C02F | C02F1/325 | C02F2201/002,Water Treatment,South Korea,2011
KR-101147306-B1,Continuous treatment device for producing solid-liquid slurry from organic sludge with heating device using fruit oil,20111227,20120518,46272312,DISPLAY TECHNOLOGY CO LTD,C02F2201/002 | C02F2201/00 | C02F11/128 | C02F11/00 | C02F | C02F11/12 | C02F11/18 | C02F11/121,Water Treatment,South Korea,2011
KR-101148513-B1,Manufacturing method of ergothione-enhanced composition using cheonma,20110716,20120521,46272490,CHOI JAE HONG,A61K36/88 | A61K36/00 | A61K36/898 | A61K36/18 | A61K | A61K36/8988,Pharmaceutical,South Korea,2011
KR-101151890-B1,Process for preparing stabilized and solubilized sirolimus derivative composition,20110811,20120531,46272766,DONG A PHARM CO LTD,A61K31/435 | A61K9/00 | A61P | A61P37/02 | A61K31/439 | A61K9/1629 | A61K47/00 | A61P37/06 | A61K31/00 | A61K31/33 | A61K31/695 | A61K9/16 | A61K31/395 | A61K47/50 | A61P37/00 | A61K9/1652 | A61K | A61K9/145 | A61K9/1605 | A61K9/14 | A61K9/141,Pharmaceutical,South Korea,2011
KR-101158777-B1,Manufacturing method of hair growth agent applied to em forehead,20110415,20120622,46689291,JEON HAE YEON,A61K8/33 | A61K8/30 | A61K8/72 | A61K8/00 | A61K8/89 | A61K8/19 | A61K8/36 | A61K | A61K8/18 | A61K8/84 | A61K8/895 | A61K8/92,Pharmaceutical,South Korea,2011
KR-101166798-B1,Pharmaceutical compositions for treating or preventing allergic diseases comprising dead cells of lactobacillus acidoohilus lb,20111219,20120726,46717068,KIM DAE HYUN,A61K9/0053 | A61P37/02 | A61K9/0012 | A61K35/744 | A61K35/66 | A61K9/00 | A61K9/48 | A61P27/02 | A61K35/747 | A61P | A61P17/00 | A61P37/08 | A61P37/00 | A61P11/02 | A61P11/00 | A61P37/06 | A61K35/74 | A61P27/00 | A61K | A61K35/00 | A61P11/06 | A61K9/20 | A61K35/741,Pharmaceutical,South Korea,2011
KR-101173230-B1,"A composition for preventing and improving obesity, comprising leek juice lyophilisate and legal sulfur",20110614,20120817,46887208,UNIV KONKUK IND COOP CORP,A61K2236/51 | A61K2236/50 | A61K | A61K36/896 | A61K33/04 | A61K33/00 | A61K36/00 | A61K36/18 | A61K2236/19 | A61K2236/00 | A61K36/8962 | A61K2236/10 | A61K36/88,Pharmaceutical,South Korea,2011
KR-101177929-B1,Portable water purifier,20110927,20120828,46887977,KIM DAE WOON | KIYOUNG HIGH TECH CO LTD | YOON KI YOUNG,C02F1/444 | C02F1/002 | C02F1/283 | C02F1/28 | C02F2201/002 | C02F2201/00 | C02F1/44 | C02F1/001 | C02F1/00 | C02F,Water Treatment,South Korea,2011
KR-101182271-B1,Porous Manganese Oxide Lithium Adsorbents with Spinel-type Structure and Manufacturing Method Thereof,20110722,20120912,47072539,KOREA INST GEOSCIENCE & MINERA,H01M | H01M4/48 | H01M4/36 | H01M4/505 | H01M4/02 | H01M4/00 | H01M4/50,Electrochemical,South Korea,2011
KR-101193900-B1,Electronic anti-smoking aid liquid composition and preparation method thereof,20111116,20121029,47288533,LEE CHOON KOO | IM HO KEUN,A61K36/00 | A61K36/258 | A61K36/18 | A61K36/185 | A61K36/25 | A61K36/34 | A61K,Pharmaceutical,South Korea,2011
KR-101209483-B1,Steel Oral Knives for Steel Cutting,20110819,20121211,47907111,DAE WON IN MUL CO LTD | UNIV KOOKMIN IND ACAD COOP FOUND,C22C38/40 | C22C38/18 | C22C38/04 | C22C38/44 | C21D | C22C38/46 | C21D9/18 | C22C38/00 | C22C38/02 | C22 | C21 | C21D9/00 | C22C38/50 | C22C,Metallurgy & Alloys,South Korea,2011
KR-101215582-B1,Fitting assembly,20110623,20121226,47908280,PARK KYOUNG YEE,C25D17/06 | C25 | C25D17/08 | C25D | C25D17/00,Electrochemical,South Korea,2011
KR-101220865-B1,Manufacturing method of packaging material with improved breathability and manufacturing method of transfer mold used in the manufacturing method,20110916,20130110,47841591,KOREA ADVANCED INST SCI & TECH,C25D3/02 | C25D3/00 | C25D | C25D3/12 | C25 | C25D1/10 | C25D1/00,Electrochemical,South Korea,2011
KR-101233724-B1,Switch controller of water ionizer,20110809,20130218,47899613,ALKAMEDI CO LTD,C02F2201/46 | C02F1/46 | C02F1/46104 | C02F2201/005 | C02F2201/002 | C02F2201/461 | C02F2201/00 | C02F | C02F1/461 | C02F2201/46105 | C02F1/4618 | C02F1/00,Water Treatment,South Korea,2011
KR-101239630-B1,Soap and its manufacturing method,20110923,20130308,48181136,REPUBLIC KOREA MAN RURAL DEV,A61K2800/522 | A61K8/18 | A61K2800/74 | A61K8/96 | A61K8/00 | A61K2800/40 | A61K2800/00 | A61K | A61K2800/52 | A61K8/97,Pharmaceutical,South Korea,2011
KR-101241166-B1,Vehicle battery mounting structure and method,20110926,20130325,48181423,KIA MOTORS CORP | HYUNDAI MOTOR CO LTD,H01M50/00 | H01M50/20 | H01M2220/20 | H01M | H01M2220/00,Electrochemical,South Korea,2011
KR-101241670-B1,Battery charging device for adaptively varying battery cells to be separately charged and battery charging control method thereof,20110905,20130311,45889026,SK C&C CO LTD,H01M10/00 | H01M10/46 | H01M | H01M10/44 | H01M10/42 | H01M10/48 | H01M10/482 | H01M10/441,Electrochemical,South Korea,2011
KR-101242471-B1,Eco-friendly river sediment removal device,20111004,20130318,48181688,KIM DONG HYUN,C02F2303/00 | C02F | C02F2303/02,Water Treatment,South Korea,2011
KR-101251949-B1,Acid resistance measurement method of separator material for fuel cell,20111130,20130408,48442589,KOREA INST SCI & TECH,H01M8/1016 | H01M8/1055 | H01M | H01M2008/1095 | H01M8/10 | H01M8/00 | H01M8/1041 | H01M8/1018,Electrochemical,South Korea,2011
KR-101271018-B1,Sludge rapid drying method and cooling device of quick dryer and dryer,20111221,20130607,48866168,LUSSEN CO LTD,C02F11/00 | C02F11/131 | C02F2201/00 | C02F11/12 | C02F | C02F11/13 | C02F2201/002,Water Treatment,South Korea,2011
KR-101271981-B1,Manufacturing method of textured steel sheet using UV curing coating and textured steel sheet manufactured by this method,20111228,20130605,48866372,POSCO,C25D3/00 | C25 | C25D | C25D3/02 | C25D3/22,Electrochemical,South Korea,2011
KR-101155379-B1,Disinfectant Concentration Control Device of Disinfectant Dispenser,20120105,20120619,46688879,BIGHOUSE CO LTD,C02F2303/00 | C02F | C02F1/00 | C02F1/50 | C02F2201/002 | C02F2303/04 | C02F2201/00,Water Treatment,South Korea,2012
KR-101156190-B1,Heavy water treatment device using microbial carrier,20120221,20120618,46688950,WOORAM ENG CO LTD,C02F3/10 | C02F3/00 | C02F | C02F3/02 | C02F3/30 | C02F2003/001 | C02F9/00,Water Treatment,South Korea,2012
KR-101164083-B1,Hangover Relief Composition Containing Liberation Pung Extract as an Active Ingredient,20120409,20120716,46716512,MUN HWEUI KYUNG,A61K2236/00 | A61K2236/33 | A61K2236/30 | A61K | A61K36/18 | A61K36/00 | A61K36/23 | A61K36/185,Pharmaceutical,South Korea,2012
KR-101164660-B1,Dissolved Air Float Treatment System for Water Purification of Reservoir and Pond,20120313,20120712,46716636,WOO GYEONG ENGINEERING CO LTD,C02F11/121 | C02F11/14 | C02F2201/00 | C02F2103/00 | C02F | C02F11/00 | C02F1/24 | C02F2201/002 | C02F11/12 | C02F2103/007 | C02F11/147 | C02F1/00,Water Treatment,South Korea,2012
KR-101169707-B1,Steel pipe heat treatment equipment,20120302,20120730,46717549,BAE YEON DAE,C21D | C21D9/00 | C21 | C21D9/08 | C21D9/0006 | C21D9/0025,Metallurgy & Alloys,South Korea,2012
KR-101178475-B1,A method of improving blood circulation and pain relief using white toothed worm earthworm,20120402,20120906,47073601,KIM BYUNG GOO,A61K36/185 | A61K35/62 | A61K9/00 | A61K9/20 | A61K36/18 | A61K36/898 | A61K36/88 | A61K35/56 | A61K36/8988 | A61K | A61K36/00 | A61K35/00,Pharmaceutical,South Korea,2012
KR-101180334-B1,Parallel Control System of Ballast Water Treatment System Using Electrolysis,20120217,20120906,47073900,WILLINGS CO LTD,C02F2103/00 | C02F2209/42 | C02F2201/46105 | C02F2103/008 | C02F2201/461 | C02F2209/00 | C02F2201/46 | C02F2209/008 | C02F2209/005 | C02F2201/4612 | C02F2201/46145 | C02F2201/00 | C02F1/46104 | C02F2201/4617 | C02F | C02F1/46 | C02F1/461 | C02F1/00 | C02F2201/4616,Water Treatment,South Korea,2012
KR-101181039-B1,Eco-friendly slag improver,20120328,20120907,47074050,YOON YEO BEOM,C21B | C21C7/00 | C21B2400/02 | C21B3/04 | C21B2400/00 | C21 | C21B3/00 | C21B3/06 | C21C | C21B3/08,Metallurgy & Alloys,South Korea,2012
KR-101189615-B1,Food and sewage combined treatment system and food and sewage combined treatment method using the same,20120417,20121010,47287719,KOREA WATER TECH CO LTD,C02F2209/00 | C02F3/30 | C02F3/302 | C02F3/00 | C02F9/00 | C02F11/10 | C02F2209/02 | C02F11/00 | C02F3/308 | C02F,Water Treatment,South Korea,2012
KR-101190610-B1,Forward osmosis-fuel cell hybrid desalination and power generation method and forward osmosis-fuel cell hybrid desalination and power generation system using the same,20120413,20121015,47287921,KOREA MACH & MATERIALS INST,C02F1/44 | H01M8/06 | H01M8/10 | C02F2103/08 | C02F1/445 | H01M8/00 | H01M8/04 | H01M | C02F1/00 | C02F2303/00 | C02F2303/10 | C02F | C02F2103/00,Water Treatment | Electrochemical,South Korea,2012
KR-101194188-B1,Method and apparatus for recovering active ingredients from waste sludge produced in semiconductor and solar silicon wafer manufacturing,20120424,20121025,47288620,ENRR CO KR,C02F11/00 | C02F2103/34 | C02F2103/346 | C02F | C02F2103/00 | C02F11/12 | C02F11/16,Water Treatment,South Korea,2012
KR-101210872-B1,Membrane filtration water purifier applicable to water quality fluctuations,20120531,20121212,47907388,POSCO ENG & CONSTR CO LTD,C02F2209/02 | C02F2209/00 | C02F2209/11 | C02F1/00 | C02F2201/00 | C02F1/44 | C02F2201/002 | C02F2201/005 | C02F,Water Treatment,South Korea,2012
KR-101225188-B1,Automatic Chlorine Feeder,20120917,20130123,47842425,BAEKKWANG I S T CO LTD,C02F | C02F1/00 | C02F1/76 | C02F2201/002 | C02F2201/00 | C02F2201/005 | C02F1/50 | C02F2209/00 | C02F2209/001 | C02F1/72,Water Treatment,South Korea,2012
KR-101231210-B1,Advanced Treatment System and Method for Batch-Activated Sludge Process According to Inflow Rate,20120905,20130207,47899161,TAELIM ENT | JUN MI HYUN,C02F3/1263 | C02F3/1236 | C02F3/02 | C02F3/1215 | C02F2209/40 | C02F3/00 | C02F | C02F2209/42 | C02F3/20 | C02F3/1205 | C02F2209/00 | C02F3/12,Water Treatment,South Korea,2012
KR-101233638-B1,Artificial wetland composition method for reducing greenhouse gas using moss and wetland plants and artificial wetland formed through,20120130,20130222,47899584,IL SONG CODRA CO LTD,C02F | C02F3/32 | C02F3/327 | C02F3/00,Water Treatment,South Korea,2012
